100PCHEADSHOT	0x83756115
B1_CUT1_41	0xCE2FC42F
B1_CUT1_42	0x4EE54594
B1_CUT1_43	0x3CB3A131
B1_CUT1_44	0xA9727AAD
B1_CUT1_45	0x97A45711
B1_CUT1_46	0x12474C59
B1_CUT1_47	0x0080A8CC
B1_CUT1_48	0xEEAD8526
B1_CUT1_49	0x5D0CE1E3
B1_CUT1_5	0xA16509D5
B1_CUT1_50	0x7EB03D73
B1_CUT1_51	0x25FD0C0E
B1_CUT1_52	0x146B68EB
B1_CUT1_53	0x491F5252
B1_CUT1_6	0xADA2224F
B1_CUT1_7	0x0408CF1B
B1_CUT1_8	0x122D6B64
B1_CUT1_9	0x668B1422
B1_FAILSL	0xF10E9011
B1_FAIL_1	0x14D31D8A
B1_FAIL_1A	0x417BFEE4
B1_FAIL_2	0x4295F90F
B1_FAIL_2A	0x60153F8E
B1_FALLSA	0x91583938
B1_FALLSSL	0x7BA1C1EB
B1_FALLS_01	0x3F21E785
B1_FALLS_02	0xCD0C8360
B1_FALLS_03	0x296F3C20
B1_FOLLOW	0xC16DE043
B1_FWRECKSL	0x00F553C0
B1_FWRECK_1	0x2ED946D7
B1_FWRECK_1A	0x0A32FDAD
B1_FWRECK_2	0x4003692B
B1_FWRECK_2A	0xF09DCBE3
B1_FWRECK_3	0x1A349D8E
B1_FWRECK_3A	0xBBF95A83
B1_GETBILLY	0xCECD7A3C
B1_GETONBIKE	0x84A8AFFF
B1_GOANGELS	0xB56E61A6
B1_GOCLUBHOUSE	0x2717D10D
B1_GOCLUBHOUSEB	0x20AFEB6F
B1_GOGARAGE	0x3B23CBCC
B1_JASONDEAD	0x0EB7C2C3
B1_JIMDEAD	0x7F7149A0
B1_KILLANGELS	0xA86434E3
B1_LBIKEDEST	0xBBD17E69
B1_MANSIONSL	0x323058F2
B1_MANSION_1	0xECE924D1
B1_MANSION_1A	0x9EE15AA0
B1_MANSION_2	0xFFB24A2B
B1_MANSION_2A	0xEC6FB40B
B1_MANSION_3	0x11EFEEA6
B1_MANSION_3A	0x2865AA96
B1_MANSION_4	0xF517B4F6
B1_MANSION_4A	0x13C40073
B1_OFFBIKE	0x3FEA5BC0
B1_ONBIKEFOL	0xA73CE0F4
B1_PASS1SL	0x6A64117C
B1_PASS1_1	0x91812DDE
B1_PASS1_1A	0x4ADEB28C
B1_PASS1_2	0xF3CBF272
B1_PASS1_2A	0x0C6338CA
B1_PASS1_3	0xC5D61687
B1_PASS1_3A	0xAEA6FC6B
B1_PASS2SL	0x70AACFBC
B1_PASS2_1	0x4933AAB3
B1_PASS2_1A	0x4478337E
B1_PASS2_2	0x5F13D673
B1_PASS2_2A	0xB77E1AE4
B1_PASS2_3	0x6C61710E
B1_PASS2_3A	0xB98E1B64
B1_PASS2_4	0x02199C78
B1_PASS2_4A	0x1A745EA3
B1_PASS2_5	0x105038E5
B1_PASS2_5A	0x9BA55D57
B1_PASS2_6	0x29F1EC28
B1_PASS2_6A	0xBE93A483
B1_PASSSL	0xF9A0A566
B1_PASS_1	0x2D50361C
B1_PASS_1A	0xBAABDB41
B1_PBIKEABAN	0xF310BDD4
B1_PBIKEDEST	0x5A29321E
B1_RIDECLOSE	0x698EB986
B1_RUNSA	0x6E2822D3
B1_RUNSSL	0x9362326E
B1_RUNS_01	0xA0F5B363
B1_RUNS_02	0xEDD24D0B
B1_RUNS_03	0xFC87EA76
B1_SCHELP	0x8B27256D
B1_TERRYDEAD	0x352C37C3
B1_TOUCHSL	0x01CCD83C
B1_TOUCH_1	0x185D075B
B1_TOUCH_1A	0xB6A921DB
B1_WAITBILLY	0x248F7401
B2CUTSCENE1	0xC1B8AED9
B2CUTSCENE2	0x0B2C41BF
B2CUTSCENE3	0xD44E5404
B2FAIL_01	0xE9A07286
B2FAIL_02	0xD334C5AF
B2FAIL_03	0xC10A215A
B2FAIL_04	0xB6B70CB4
B2GETBACK_01	0x91362D7B
B2GETBOAT	0x97EBE055
B2GETTRUCK	0x50109C4A
B2GT_01	0x9C48497E
B2GT_01A	0x741B118A
B2GT_02A	0xD9FBC06D
B2GT_02B	0x0BC4A3FE
B2GT_03	0x019B9427
B2GT_03A	0xB1876E79
B2GT_03B	0x7D4105ED
B2GT_DISEMBARK	0x2DDA39DE
B2GT_GIVEUP	0x6EB6100A
B2GT_KILLED	0xEDAD32FA
B2GT_PROTECT	0x24E31F70
B2_ABANDONB	0x90C98006
B2_ABANDONT	0x513400E8
B2_ALTSL	0xBD00FE2E
B2_ALT_1	0x01F2BB24
B2_ALT_1A	0x139EB583
B2_BACKHELI	0x4BCC25CB
B2_BANT1V1SL	0x66F0C085
B2_BANT1V1_1	0xAF583AD3
B2_BANT1V1_10	0xCF9E2025
B2_BANT1V1_10A	0x89DC742C
B2_BANT1V1_11	0xC342876E
B2_BANT1V1_11A	0xDB209147
B2_BANT1V1_12	0xBD0F7B08
B2_BANT1V1_12A	0xB8774B5D
B2_BANT1V1_13	0xAF4EDF87
B2_BANT1V1_13A	0xC962F08C
B2_BANT1V1_14	0x8FB3A051
B2_BANT1V1_14A	0x6908AEC1
B2_BANT1V1_15	0x833C0762
B2_BANT1V1_15A	0xC825E736
B2_BANT1V1_16	0x76C5EE76
B2_BANT1V1_16A	0x4C79EED8
B2_BANT1V1_17	0x596DB3C6
B2_BANT1V1_17A	0xF850C93F
B2_BANT1V1_18	0x4840116B
B2_BANT1V1_18A	0xBF965753
B2_BANT1V1_19	0x3CDEFAA9
B2_BANT1V1_19A	0x7AD64864
B2_BANT1V1_1A	0x74B1EA5A
B2_BANT1V1_2	0x9FED9BFE
B2_BANT1V1_20	0x9AFEB5CF
B2_BANT1V1_20A	0xF2573CD0
B2_BANT1V1_21	0x88C01152
B2_BANT1V1_21A	0x9E1C957C
B2_BANT1V1_22	0xBF637E90
B2_BANT1V1_22A	0xF5431EDC
B2_BANT1V1_23	0xAD11D9ED
B2_BANT1V1_23A	0x9471E093
B2_BANT1V1_24	0x9A50B46B
B2_BANT1V1_24A	0x3F43351B
B2_BANT1V1_25	0x889610F6
B2_BANT1V1_25A	0x7131F878
B2_BANT1V1_26	0x77B1EF2E
B2_BANT1V1_26A	0x4DC2333D
B2_BANT1V1_2A	0xE57A4AB9
B2_BANT1V1_3	0xCD12F648
B2_BANT1V1_3A	0x1822B121
B2_BANT1V1_4	0xB861CCE6
B2_BANT1V1_4A	0x599432DB
B2_BANT1V1_5	0xE631A885
B2_BANT1V1_5A	0x36FF6A46
B2_BANT1V1_6	0xD6E309E8
B2_BANT1V1_6A	0xBAD4710A
B2_BANT1V1_7	0x03FE641E
B2_BANT1V1_7A	0x78C3EDEE
B2_BANT1V1_8	0xF368C2F3
B2_BANT1V1_8A	0xA7884832
B2_BANT1V1_9	0x20D71DCF
B2_BANT1V1_9A	0x473B08AD
B2_BANT1V2SL	0x209633D2
B2_BANT1V2_1	0xE713E0A6
B2_BANT1V2_10	0x47C1D97D
B2_BANT1V2_10A	0x2AEA246F
B2_BANT1V2_11	0x1C09820D
B2_BANT1V2_11A	0xC21B4447
B2_BANT1V2_12	0xC4F553AE
B2_BANT1V2_12A	0x07F6ED19
B2_BANT1V2_13	0xB6DCB77D
B2_BANT1V2_13A	0x796B4CCC
B2_BANT1V2_14	0xA8969AF1
B2_BANT1V2_14A	0x8751E979
B2_BANT1V2_15	0x1A49FE56
B2_BANT1V2_15A	0x73D9C821
B2_BANT1V2_16	0x9A5F7E7F
B2_BANT1V2_16A	0x6C074300
B2_BANT1V2_17	0x6C212203
B2_BANT1V2_17A	0x4C277FBD
B2_BANT1V2_18	0x5F8F08DF
B2_BANT1V2_18A	0xFBF8E0A9
B2_BANT1V2_19	0xD1A26D08
B2_BANT1V2_19A	0x2AF23223
B2_BANT1V2_1A	0x2490931F
B2_BANT1V2_2	0xDD4CCD18
B2_BANT1V2_20	0xFF3FC76E
B2_BANT1V2_20A	0x2F9EBE81
B2_BANT1V2_21	0xEDFE24EB
B2_BANT1V2_21A	0x71863613
B2_BANT1V2_22	0xC913DB0B
B2_BANT1V2_22A	0xA8C1BCF5
B2_BANT1V2_23	0xBB553F8E
B2_BANT1V2_23A	0x937D13A8
B2_BANT1V2_24	0xA9F69CD1
B2_BANT1V2_24A	0x35F95E26
B2_BANT1V2_2A	0x29FB9C95
B2_BANT1V2_3	0xA461DB43
B2_BANT1V2_3A	0x17767647
B2_BANT1V2_4	0xBAA407C7
B2_BANT1V2_4A	0x7719B484
B2_BANT1V2_5	0x2FFB7270
B2_BANT1V2_5A	0x904F65D3
B2_BANT1V2_6	0x260A5E8E
B2_BANT1V2_6A	0x68521479
B2_BANT1V2_7	0x0D67AD49
B2_BANT1V2_7A	0xE34B8996
B2_BANT1V2_8	0x01EF9659
B2_BANT1V2_8A	0xBB0D37AE
B2_BANT1V2_9	0x1AB447AA
B2_BANT1V2_9A	0xE4CE1B20
B2_BANT2V1SL	0x72C8C177
B2_BANT2V1_1	0x357BB7C2
B2_BANT2V1_10	0xC57E4DE5
B2_BANT2V1_10A	0x38EBB35F
B2_BANT2V1_11	0xF3E42AA0
B2_BANT2V1_11A	0x16D2F036
B2_BANT2V1_12	0xBBFA3ADD
B2_BANT2V1_12A	0x72C3A4A6
B2_BANT2V1_13	0xA9AC1641
B2_BANT2V1_13A	0xCDF55C1C
B2_BANT2V1_14	0x8E956014
B2_BANT2V1_14A	0xC425C555
B2_BANT2V1_15	0x8E405F6A
B2_BANT2V1_15A	0x57D96DAE
B2_BANT2V1_16	0x93EAEAAB
B2_BANT2V1_16A	0x9B458301
B2_BANT2V1_17	0x8228C727
B2_BANT2V1_17A	0xA3AA94EB
B2_BANT2V1_18	0x493BD54E
B2_BANT2V1_18A	0x813D4CB9
B2_BANT2V1_19	0x7792B1FB
B2_BANT2V1_19A	0x66C798E6
B2_BANT2V1_1A	0x5793F202
B2_BANT2V1_2	0x27C09C4C
B2_BANT2V1_20	0x76C933F8
B2_BANT2V1_20A	0xA00B40FD
B2_BANT2V1_21	0x885CD71F
B2_BANT2V1_21A	0x4CC29B7D
B2_BANT2V1_22	0xEC039E6F
B2_BANT2V1_22A	0x833F0E99
B2_BANT2V1_23	0xF5CEB205
B2_BANT2V1_23A	0x68A05A60
B2_BANT2V1_24	0x2DA3A1AE
B2_BANT2V1_24A	0xAD44E04C
B2_BANT2V1_2A	0x5E55030C
B2_BANT2V1_3	0x8FFEECCB
B2_BANT2V1_3A	0x7E9BB495
B2_BANT2V1_4	0xB2453157
B2_BANT2V1_4A	0xEE559793
B2_BANT2V1_5	0x6D0F26EC
B2_BANT2V1_5A	0x75C620B2
B2_BANT2V1_6	0x5EC20A52
B2_BANT2V1_6A	0x49334B1D
B2_BANT2V1_7	0xC74A5B61
B2_BANT2V1_7A	0x7C49B469
B2_BANT2V1_8	0xF8F93EC2
B2_BANT2V1_8A	0x89C0C083
B2_BANT2V1_9	0xA3A8941E
B2_BANT2V1_9A	0xCCF2D3DE
B2_BBEACH	0x83D8A7FB
B2_BDESTRSL	0x1CEA3E08
B2_BDESTR_1	0x9DEB7064
B2_BDESTR_1A	0xE49EE6C0
B2_BEACHDSL	0x7E98D2FF
B2_BEACHD_1	0xF6225005
B2_BEACHD_1A	0xE5E6A2C0
B2_BEACHD_2	0x3E8060C4
B2_BEACHD_2A	0xE6A42B97
B2_BIKEABAND	0xDBEB2A1A
B2_BIKEDESTROY	0xC3FC112B
B2_BILD	0x306BA416
B2_BOAT2SL	0x050D0ECE
B2_BOAT2_1	0x584A3EB4
B2_BOAT2_1A	0xDCC4EDCB
B2_BOATSL	0x627D4CA1
B2_BOAT_1	0x7AC196C6
B2_BOAT_1A	0xE47A85E0
B2_BYARDSL	0xF241ADCC
B2_BYARD_1	0x0BC5F780
B2_BYARD_1A	0xE4A5F291
B2_CAM0	0x7C6764E7
B2_CAM1	0x69FFC018
B2_CAM2	0x60D1ADBC
B2_CAM3	0x4DFB080F
B2_CAM4	0xB7585ACC
B2_CAM5	0xE58FB73A
B2_CAM6	0x9AEAA1F1
B2_CAM7	0xC91CFE55
B2_CAM8	0xCACA01B3
B2_CAM9	0xF8FA5E13
B2_CAMCOL	0x91BECE6F
B2_CAMINFO	0x517487AB
B2_CLOSE	0x6A892DDE
B2_CONTROLSL	0xDAB71D8D
B2_CONTROL_1	0xE595827A
B2_CONTROL_1A	0x39F95C6D
B2_CONTROL_2	0xF7C326D5
B2_CONTROL_2A	0x93180F71
B2_CONTROL_3	0x11FA5B43
B2_CONTROL_3A	0xB2264EF5
B2_COVERA	0xB75083FB
B2_COVERSL	0xD4A01987
B2_COVER_01	0x545BEC04
B2_COVER_02	0x1F3181B0
B2_COVER_03	0x30F9253F
B2_COVER_04	0x9E06FF5D
B2_COVER_05	0x66CB90E7
B2_CUT1_1	0x226D9B5D
B2_CUT1_10	0x3472B1DE
B2_CUT1_11	0x26151523
B2_CUT1_12	0xD2166D27
B2_CUT1_13	0xC2DFCEBA
B2_CUT1_14	0x6BD6A0A9
B2_CUT1_15	0x5F140724
B2_CUT1_16	0xA00388EE
B2_CUT1_17	0x1250ED9B
B2_CUT1_18	0xBC554191
B2_CUT1_19	0xAE16A514
B2_CUT1_2	0x2855A72D
B2_CUT1_20	0x695A9F05
B2_CUT1_21	0x9323F297
B2_CUT1_22	0xF71ABA77
B2_CUT1_23	0xE9431EC8
B2_CUT1_24	0xA0B20DB3
B2_CUT1_25	0xCA2D60A9
B2_CUT1_26	0x139A7382
B2_CUT1_27	0x058FD76D
B2_CUT1_27SL	0xFE277A3F
B2_CUT1_28	0xF745BAD9
B2_CUT1_29	0xE9121E72
B2_CUT1_3	0x16710370
B2_CUT1_30	0x460D0C76
B2_CUT1_31	0x30A2E1A2
B2_CUT1_32	0xD4132884
B2_CUT1_33	0xC5E58C29
B2_CUT1_34	0xF9CFF3FD
B2_CUT1_35	0xEB595710
B2_CUT1_4	0x2AC82C1E
B2_CUT1_5	0x398EC9AB
B2_CUT1_6	0xDFBE15FF
B2_CUT1_7	0xEFEFB662
B2_CUT1_8	0xFE2152C5
B2_CUT1_9	0x145B7F39
B2_ENTRANCE	0xAC44BF85
B2_ESC	0xAE2CF676
B2_ESCAPE	0x2CFE99E6
B2_ESC_A	0x6AD6344D
B2_FAIL	0x972AE64C
B2_FLY	0xD1FCC11F
B2_FOLLOWA	0xE85EB6C3
B2_FOLLOWSL	0xB4C0CE7E
B2_FOLLOW_01	0xC15C1E61
B2_FOLLOW_02	0x8D69B67D
B2_FOLLOW_03	0xDB78D29A
B2_GO	0x5609804B
B2_GO2SL	0x47880527
B2_GO2_1	0x3F2E5518
B2_GO2_1A	0x0E9D82A1
B2_GOHELI	0x489DB4A2
B2_GOTO_ROOF	0xE84A9047
B2_GUARDSL	0xAF3E01B5
B2_GUARD_1	0x0CA025C8
B2_GUARD_1A	0xC20888B8
B2_GUARD_2	0xFA778177
B2_GUARD_2A	0x465F9260
B2_GUARD_3	0x7FDC8C3F
B2_GUARD_3A	0x6956DE3E
B2_GUARD_4	0xB1876F94
B2_GUARD_4A	0x852A1710
B2_GUARD_5	0x9F41CB09
B2_GUARD_5A	0xDD994439
B2_GUARD_6	0xC53A16F9
B2_GUARD_6A	0x89D69E0D
B2_GUARD_7	0x42CE9220
B2_GUARD_7A	0x50E3B1A8
B2_GUN	0x664ABF3C
B2_HELIDIED	0xD84EC7B8
B2_HELIPORT	0x71200936
B2_HELI_HELP	0xC43C765C
B2_HINT	0xE901A3EF
B2_INIM	0xA053AEBD
B2_INTRUCK	0xA3D7C02A
B2_JASD	0x79150269
B2_KILL	0x832D6D70
B2_KILLSA	0x2AFC53EE
B2_KILLSSL	0xB74F147F
B2_KILLS_01	0x27193DD1
B2_KILLS_02	0x10F0117F
B2_KILLS_03	0xFD7CEA99
B2_KILLS_04	0xEF494E32
B2_KILLS_05	0x6A1843CA
B2_KILL_GUARDS	0xE61555EC
B2_KILL_TARGET	0xAE9AFC54
B2_LOSECOPS	0x087575BA
B2_LOST	0xE3AC1273
B2_MISSED	0xE808F643
B2_MOVESL	0xA4E262B4
B2_MOVE_1	0x1AEB5DDC
B2_MOVE_1A	0xE568B867
B2_NOMOREA	0x4467AFD8
B2_NOMORESL	0x2FE55D4B
B2_NOMORE_01	0x206ACB50
B2_NOMORE_02	0x31326CDF
B2_RETURN	0xDFBAF5E3
B2_SPOOKED	0x93C1E4FB
B2_STAM	0x55D5E8C2
B2_TDESTRSL	0x4B44739E
B2_TDESTR_1	0x03CE605B
B2_TDESTR_1A	0x00192D30
B2_TRUCK	0x1F6DFE0D
B2_TRUCKDIED	0x661AA37A
B2_TRUCKSL	0x804DF589
B2_TRUCK_1	0x928F1898
B2_TRUCK_1A	0x1F4F9673
B2_T_DIED	0xB58311E4
B2_T_LEAVE	0xD4A4AB17
B2_T_LEFT	0x54153583
B2_T_LOST	0x71680F67
B2_T_WAIT	0xDC8F4A92
B2_WARN	0xD8B44061
B2_YEAH0	0xDC5D2EAC
B2_YEAH1	0xF2D1DB95
B3_CFAILA	0x847ACEC8
B3_CFAILSL	0x175F4DE5
B3_CFAIL_01	0xFFF18FCD
B3_CFAIL_02	0xC97022C7
B3_CFAIL_03	0xDB3DC662
B3_CFAIL_04	0x3492790E
B3_CFIXSL	0xE756B7F0
B3_CFIX_1	0x787F7163
B3_CFIX_1A	0x9145A6C3
B3_CFIX_2	0x23A347AC
B3_CFIX_2A	0x1A768B1B
B3_CFIX_3	0x0E311CC8
B3_CFIX_3A	0xB08F3A9A
B3_CFIX_4	0x471F0EA3
B3_CFIX_4A	0x00A25E0F
B3_CFIX_5	0x31B7E3D5
B3_CFIX_5A	0x029A611F
B3_CFIX_6	0x1273A585
B3_CFIX_6A	0xA05D38D6
B3_CFIX_7	0x008C01B6
B3_CFIX_7A	0x43FA7CBE
B3_CFIX_8	0x3EC97E30
B3_CFIX_8A	0xDF2BB90A
B3_CHOUSE	0x5B821F38
B3_CONGRAT1SL	0x40AD9E60
B3_CONGRAT1_1	0xB84162A2
B3_CONGRAT1_1A	0x87EEA62B
B3_CONGRAT1_2	0xCB1B8856
B3_CONGRAT1_2A	0xD432C24A
B3_CONGRAT2SL	0x51E9392C
B3_CONGRAT2_1	0xCE49AD9B
B3_CONGRAT2_1A	0xBAD43263
B3_CONGRAT2_2	0x1FF4511F
B3_CONGRAT2_2A	0xE86FCC02
B3_CONGRAT3SL	0x63750101
B3_CONGRAT3_1	0xF7214727
B3_CONGRAT3_1A	0xB84819F7
B3_CONGRAT3_2	0xE8D62A91
B3_CONGRAT3_2A	0x2653F4F1
B3_CONGRAT4SL	0xE22B9BE1
B3_CONGRAT4_1	0x2F1BD5D4
B3_CONGRAT4_1A	0xEB298430
B3_CONGRAT4_2	0xB32EDDFC
B3_CONGRAT4_2A	0x52FA4BA8
B3_CONGRAT5SL	0xB9690ED2
B3_CONGRAT5_1	0x9A62CD6C
B3_CONGRAT5_1A	0x79A2D757
B3_CONGRAT5_2	0xA46FE186
B3_CONGRAT5_2A	0x8EB9071F
B3_COVER	0x195782E8
B3_CPASSA	0x0AFE761B
B3_CPASSSL	0xEC1821E9
B3_CPASS_01	0xDADDE93F
B3_CPASS_02	0xE91B05B9
B3_CPASS_03	0xF658A034
B3_CPASS_04	0x3EB9B0F9
B3_CPASS_05	0x15C55F0D
B3_CPASS_06	0x5C2D6BE0
B3_CPASS_07	0x31701666
B3_CPASS_08	0x79592637
B3_CWORKA	0x03BC36C5
B3_CWORKSL	0xC831909F
B3_CWORK_01	0xC1FF8B07
B3_CWORK_02	0xCED1A4AB
B3_CWORK_03	0x17ADB662
B3_CWORK_04	0x26005307
B3_CWORK_05	0x7BC7FE95
B3_CWORK_06	0x09A49A50
B3_CWORK_07	0xB82AF756
B3_CWORK_08	0x44E890D3
B3_DISS1SL	0x125A4A07
B3_DISS1_1	0xDDDD5CAA
B3_DISS1_1A	0x0D0FF668
B3_DISS1_2	0xC18623FC
B3_DISS1_2A	0x8782610F
B3_DISS2SL	0xFFB5BAE5
B3_DISS2_1	0xCD5147C9
B3_DISS2_1A	0xFEC8F60A
B3_DISS2_2	0xFB0E233E
B3_DISS2_2A	0xA59044CA
B3_DISS3SL	0x27C2B6F9
B3_DISS3_1	0x81C8672F
B3_DISS3_1A	0xD9231AF6
B3_DISS3_2	0x50ED857A
B3_DISS3_2A	0x42116B71
B3_DISS4SL	0xB2D7BAA0
B3_DISS4_1	0x6590725A
B3_DISS4_1A	0x7657C1C4
B3_DISS4_2	0x58FE5936
B3_DISS4_2A	0x166F8115
B3_DUCK	0x7603AFF3
B3_FABB	0x4A1C883B
B3_FBIL1	0x81AE87D1
B3_FBLD	0xF6674DE9
B3_FBRD	0x29C0009A
B3_FDBB	0x65B38730
B3_FDBRB	0x3EABAF1B
B3_FDJB	0xC8261F80
B3_FIGHT1	0x8570F0A6
B3_FINSL	0xF661E377
B3_FIN_1	0xED391FAA
B3_FIN_1A	0xFD46FACE
B3_FIN_2	0x8010C4EB
B3_FIN_2A	0x75DAF600
B3_FIN_3	0x327129AD
B3_FIN_3A	0x964EB853
B3_FIN_4	0x249A8E00
B3_FIN_4A	0xAF68EB5F
B3_FIN_5	0x46C4D254
B3_FIN_5A	0xE5DCD99A
B3_FIN_6	0xC92A571D
B3_FIN_6A	0xE1F349B3
B3_HSTA	0x068BF85B
B3_HSTA_PC	0x3B039783
B3_KANGELS	0x2727C0A8
B3_MBIL1	0xEF8AA857
B3_NOJOB1SL	0x838BEF4E
B3_NOJOB1_1	0xCDC6D434
B3_NOJOB1_1A	0x9BB9E46D
B3_NOJOB1_2	0x8AE24E6C
B3_NOJOB1_2A	0x9F84FC8F
B3_NOJOB2SL	0x82A5DAB9
B3_NOJOB2_1	0x01FE3C98
B3_NOJOB2_1A	0x086C4283
B3_NOJOB2_2	0xF1939BC3
B3_NOJOB2_2A	0x0244390B
B3_NOJOB3SL	0x2402098F
B3_NOJOB3_1	0x24A9FA86
B3_NOJOB3_1A	0x820D3BCA
B3_NOJOB3_2	0x12A3D67A
B3_NOJOB3_2A	0x2EE79224
B3_NOJOB4SL	0x690F2AB0
B3_NOJOB4_1	0xEA5AC135
B3_NOJOB4_1A	0x00A70CBB
B3_NOJOB4_2	0x1CBBA5F6
B3_NOJOB4_2A	0x88199A76
B3_ONBK	0x097AE7AD
B3_PFAIL1SL	0xA09B49C2
B3_PFAIL1_1	0x777A1F99
B3_PFAIL1_1A	0xD9DF84AA
B3_PFAIL1_2	0x3808A0B7
B3_PFAIL1_2A	0xC3B1D4F3
B3_PFAIL2SL	0x63814C8A
B3_PFAIL2_1	0xC28BED22
B3_PFAIL2_1A	0xAB51865D
B3_PFAIL2_2	0x545510B6
B3_PFAIL2_2A	0x946CD778
B3_PFAIL3SL	0x5E9A7C43
B3_PFAIL3_1	0x459089A6
B3_PFAIL3_1A	0x42C62FAC
B3_PFAIL3_2	0xA2C04404
B3_PFAIL3_2A	0x4E2FBC83
B3_PFAIL4SL	0x58E9AF0D
B3_PFAIL4_1	0x4CC764F5
B3_PFAIL4_1A	0x17540A91
B3_PFAIL4_2	0x3A79C05A
B3_PFAIL4_2A	0x4C3E9109
B3_PPASS1SL	0xE264B3AF
B3_PPASS1_1	0xCAC1984D
B3_PPASS1_1A	0x450FBB9D
B3_PPASS1_2	0xF977F5B9
B3_PPASS1_2A	0x6D660D3D
B3_PPASS2SL	0x1A290E2C
B3_PPASS2_1	0x3BD02159
B3_PPASS2_1A	0xFB02895E
B3_PPASS2_2	0x68387A29
B3_PPASS2_2A	0x91B1F806
B3_PPASS3SL	0x80A8535A
B3_PPASS3_1	0x086879A0
B3_PPASS3_1A	0xFD7B57D6
B3_PPASS3_2	0xFAED5EAA
B3_PPASS3_2A	0x0BBF713A
B3_PPASS4SL	0x5250B0B4
B3_PPASS4_1	0x8284BAA7
B3_PPASS4_1A	0x05B343CD
B3_PPASS4_2	0x3B88ACAC
B3_PPASS4_2A	0xCE945224
B3_SPRINT	0xC0BEF3BF
B3_SPRINT_PC	0x37ECBB45
B3_TARGET2SL	0x04D1C183
B3_TARGET2_1	0xE5933BB6
B3_TARGET2_1A	0xDE7FDF31
B3_TARGET2_2	0xF740DF11
B3_TARGET2_2A	0xA2396585
B3_TARGET3SL	0xCBB6D0D5
B3_TARGET3_1	0x149878BF
B3_TARGET3_1A	0x64D8D695
B3_TARGET3_2	0x04FBD982
B3_TARGET3_2A	0xB392E10C
B3_TARGET4SL	0x09B5208B
B3_TARGET4_1	0x552D2A12
B3_TARGET4_1A	0x40027690
B3_TARGET4_2	0xFDB2FB1F
B3_TARGET4_2A	0x154FAD63
B3_TARGET5SL	0x9A9586ED
B3_TARGET5_1	0xAE37A095
B3_TARGET5_1A	0xC7F038DD
B3_TARGET6SL	0xB6BF30D3
B3_TARGET6_1	0xDF64ABE2
B3_TARGET6_1A	0xE35598F7
B3_TARGET7SL	0xEDDE2698
B3_TARGET7_1	0x37434F51
B3_TARGET7_1A	0x49B8FC88
B3_TARGET7_2	0xE884B1E5
B3_TARGET7_2A	0xFABA9A9D
B3_TARGET8SL	0x5D2D3D1B
B3_TARGET8_1	0xCD296A5E
B3_TARGET8_1A	0x9F2ECB60
B3_TARGET8_2	0xBBDA47C0
B3_TARGET8_2A	0x24F753AF
B3_TARGET9SL	0xABBE935F
B3_TARGET9_1	0x4748CF31
B3_TARGET9_1A	0xCAB3A540
B3_TARGET9_2	0x5116E2CD
B3_TARGET9_2A	0xE24FD7A0
B3_TARGETSL	0x4EAD9923
B3_TARGET_1	0x606E2D60
B3_TARGET_1A	0xD9401A15
B3_TARGET_2	0x853876F4
B3_TARGET_2A	0x9C402382
B3_YEAH2	0x3436D943
B4FAIL1	0x60A696CA
B4GT_01	0xAD5F4F17
B4GT_02	0x2DB9CFCE
B4GT_03	0xD70E2278
B4GT_04	0xC94486E5
B4GT_05	0xF4CEDDF9
B4GT_06	0x89C107CB
B4GT_07	0x97F5A434
B4GT_08	0x5E32B0AF
B4_ABAB	0xF660FA5F
B4_BBIKEDEST	0xF092CBB5
B4_BILLYDEAD	0x2A2143D4
B4_BOMBARD	0xE915E74C
B4_BRIANDEAD	0xF92926ED
B4_CLAYDEAD	0x2B89670D
B4_ENDONBIKE	0x56EEC760
B4_ESCAPE	0xD9211C4A
B4_FOLLOW	0x110FCB09
B4_GBOB	0x432880C6
B4_GETONBIKE	0x786FB8C0
B4_GETONBIKEB	0x379E5544
B4_GHELP	0xDFB7EFB2
B4_GOCLUBHOUSE	0xB161194B
B4_GOCLUBHOUSEB	0xDFA9B8BA
B4_JIMDEAD	0xC88988B4
B4_KILLD	0x82D5B3E8
B4_KILLDEF	0x04C959AA
B4_LEAVEAREA	0xF28A1A81
B4_NOAMMO	0x213EFFCF
B4_NOTINHOUSE	0x1325060B
B4_PBIKEAB	0xA2363D0D
B4_PBIKEDEST	0x1A1DF4B8
B4_RACE	0x8C66121B
B4_RACEG	0x100922F0
B4_TERRYDEAD	0xBF752C9F
B4_WATCB	0x65D4F7C3
B5_01	0x619BBE81
B5_01B	0xD0EA7AE5
B5_02	0x6306C157
B5_03	0x755965FC
B5_04	0x627DC041
B5_05	0x74F4652E
B5_06	0x3DFF7745
B5_07	0x18892C59
B5_2GOSL	0xB954E2FC
B5_2GO_1	0x807890E8
B5_2GO_1A	0x4EE43014
B5_ARRSL	0xFA9C56AF
B5_ARR_1	0xEA7C7A7C
B5_ARR_1A	0x1150DF1F
B5_ARR_2	0xBA3399EB
B5_ARR_2A	0xFA7A3016
B5_ARR_3	0xCBF13D66
B5_ARR_3A	0x446CCBF2
B5_ARR_4	0x45553038
B5_ARR_4A	0xFDC4C70F
B5_ARR_5	0x979054AD
B5_ARR_5A	0x042DD2C1
B5_ATTACKED	0x268C8EF1
B5_BANT1V1SL	0x81374F36
